Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Immunology | AbbVie,Back to Top Button,Enables users to quickly navigate back to the top of the page.,S,1,Simple button functionality with minimal styling.,https://www.abbvie.com/science/areas-of-focus/immunology.html,back_to_top_button,Utility button,No matching catalog entry found.
AbbVie Ventures | AbbVie,Global Utility Strip,"Provides links for contact, subscription, and access to group sites.",S,1,Simple navigation links with no complex interactions.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,global_utility_strip,Utility strip,No matching catalog entry found.
AbbVie Ventures | AbbVie,Primary Navigation,Main navigation with dropdown menus for exploring sections.,M,1,Dropdown menus and navigation hierarchy.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,primary_navigation,Main navigation,No matching catalog entry found.
AbbVie Ventures | AbbVie,Hero Section,Highlights the main focus or feature of the page with a hero image and heading.,M,1,Includes styled hero image and heading.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,hero_section,Hero,Matched with catalog entry for Hero block.
AbbVie Ventures | AbbVie,Content Section 1,Provides an overview of 'Who We Are' with links and highlights.,M,1,"Content with links and highlights, requiring layout considerations.",https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,content_section_1,Content overview,No matching catalog entry found.
AbbVie Ventures | AbbVie,Content Section 2,Displays a featured story with an image and description.,M,1,Image and text layout with potential interactivity.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,content_section_2,Featured story,No matching catalog entry found.
AbbVie Ventures | AbbVie,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.abbvie.com/science/partner-with-us/abbvie-ventures.html,back_to_top,Back to top,No matching catalog entry found.
Key Facts | AbbVie,Primary Navigation,Provides the main navigation menu for the site.,M,1,Includes deep navigation structure and accessibility considerations.,https://www.abbvie.com/who-we-are/key-facts.html,primary_navigation,Main navigation,Not matched to a specific AEM block catalog entry.
Key Facts | AbbVie,Hero Section,Displays the main visual and textual highlight at the top of the page.,M,1,Requires styling and JavaScript for dynamic presentation.,https://www.abbvie.com/who-we-are/key-facts.html,hero_section,Hero image and text,Mapped to the Hero block in the AEM catalog.
Key Facts | AbbVie,Key Facts Section,"Highlights key facts about the organization, including metrics and recognitions.",M,1,Involves dynamic content and layout considerations.,https://www.abbvie.com/who-we-are/key-facts.html,key_facts_section,Metrics and recognitions display,Not matched to a specific AEM block catalog entry.
Key Facts | AbbVie,Related Links,Provides links to related pages and resources.,S,1,Simple list of links with minimal interaction.,https://www.abbvie.com/who-we-are/key-facts.html,related_links,Link list,Not matched to a specific AEM block catalog entry.
Our R&amp;D Approach | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple layout with minimal interactivity.,https://www.abbvie.com/science.html,global_utility_strip,Utility strip,No direct match found in catalog.
Our R&amp;D Approach | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring site sections.,C,1,Includes dropdown menus and deep navigation structure.,https://www.abbvie.com/science.html,primary_navigation,Main navigation,No direct match found in catalog.
Positions &amp; Views | AbbVie,Global Navigation Bar,Provides the primary navigation interface for the website.,M,1,Requires accessibility compliance and potential integration with site-wide navigation systems.,https://www.abbvie.com/who-we-are/our-principles/positions-views.html,global_navigation,Main navigation,Ensure compatibility with mobile and desktop views.
Positions &amp; Views | AbbVie,Hero Section,Showcases the main theme or message of the page prominently.,M,1,Includes visual design considerations and potential dynamic content integration.,https://www.abbvie.com/who-we-are/our-principles/positions-views.html,hero_section,Hero banner,May include dynamic elements such as carousels or videos.
Positions &amp; Views | AbbVie,Primary Content Area,Displays the main articles or information related to the page topic.,S,1,Primarily static content with minimal interactivity.,https://www.abbvie.com/who-we-are/our-principles/positions-views.html,main_content,Content section,Focus on clear and accessible presentation of information.
Other Specialties | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple UI element with links and minimal interactivity.,https://www.abbvie.com/science/areas-of-focus/other-specialties.html,global_utility_strip,Utility strip,No direct match found in the AEM blocks catalog.
Other Specialties | AbbVie,Primary Navigation,Main navigation menu for site sections and pages.,M,1,Main navigation often involves hierarchical menus and accessibility considerations.,https://www.abbvie.com/science/areas-of-focus/other-specialties.html,primary_navigation,Main navigation,No direct match found in the AEM blocks catalog.
Corporate | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and related group sites.",S,1,Simple utility bar with links and minimal interactivity.,https://www.abbvie.com/join-us/opportunities/corporate.html,global_utility_strip,Utility strip,No direct match in catalog.
Corporate | AbbVie,Primary Navigation,Main site navigation including dropdown menus and links to key sections.,C,1,Complex navigation structure with dropdowns and multi-level menus.,https://www.abbvie.com/join-us/opportunities/corporate.html,primary_navigation,Main navigation,No direct match in catalog.
Corporate | AbbVie,Hero Section,Prominent visual and textual introduction to the page content.,M,1,Includes large image and heading with styling.,https://www.abbvie.com/join-us/opportunities/corporate.html,hero_section,Hero section,Mapped to 'Hero' in catalog.
Corporate | AbbVie,Call-to-Action Grid,Grid of CTAs encouraging users to explore specific sections or content.,M,1,Interactive grid layout with multiple links and visual elements.,https://www.abbvie.com/join-us/opportunities/corporate.html,cta_grid,Subscribe,No direct match in catalog.
Corporate | AbbVie,Card Grid,Displays a grid of cards with images and text summaries for articles or features.,M,1,Responsive grid layout with card styling and content.,https://www.abbvie.com/join-us/opportunities/corporate.html,card_grid,Card grid,Mapped to 'Cards' in catalog.
R&amp;D Sites | AbbVie,Global Utility Strip,Displays the top-level utilities such as contact links and subscriptions.,M,1,Includes navigation and utility links requiring responsive design and accessibility.,https://www.abbvie.com/science/rd-sites.html,global_utility_strip,Utility Strip,Ensure consistent styling with the site header.
R&amp;D Sites | AbbVie,Primary Navigation,Serves as the main navigation bar with links to key site sections.,C,1,Deep navigation hierarchy and responsive behavior.,https://www.abbvie.com/science/rd-sites.html,primary_navigation,Main Navigation,Requires precise alignment with site-wide navigation structure.
R&amp;D Sites | AbbVie,Hero Section,Prominently displays the main theme or message of the page.,M,1,Requires responsive imagery and text alignment.,https://www.abbvie.com/science/rd-sites.html,hero_section,Hero Section,Focus on visual impact and accessibility.
R&amp;D Sites | AbbVie,Content Columns,Organizes content into multiple columns for better readability.,M,1,Requires responsive design for column layout.,https://www.abbvie.com/science/rd-sites.html,content_columns,Content Columns,Ensure proper spacing and alignment across devices.
R&amp;D Sites | AbbVie,Card Grid,Displays content in a card layout for showcasing articles or features.,M,1,Involves dynamic content rendering and styling.,https://www.abbvie.com/science/rd-sites.html,card_grid,Card Layout,Ensure consistent card design and responsive behavior.
Patients | AbbVie,Global Utility Strip,Provides quick access to essential links like contact and subscription.,M,1,Handles multiple links and potential dynamic elements for accessibility.,https://www.abbvie.com/patients.html,global_utility_strip,Utility strip,No direct catalog match found; ensure custom implementation aligns with AEM standards.
Patients | AbbVie,Primary Navigation,Main navigation menu for site sections and pages.,C,1,Deep navigation hierarchy and potential for complex accessibility requirements.,https://www.abbvie.com/patients.html,primary_navigation,Main navigation,No direct catalog match found; verify hierarchical structure and ARIA roles.
Patients | AbbVie,Main Content Area,The central area of the page containing primary information and resources.,M,1,Variety of content types and potential for interactive elements.,https://www.abbvie.com/patients.html,main_content,Content region,No direct catalog match found; ensure layout adheres to responsive and accessible design principles.
