Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Magnified featuring Jonathon Sedgwick | AbbVie,Primary Navigation,Main site navigation with links to key sections.,M,1,Moderate complexity due to navigation hierarchy and accessibility requirements.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-jonathon-sedgwick.html,primary_navigation,Main navigation,No direct mapping found in the AEM catalog.
Key Facts | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple layout and functionality for navigation utilities.,https://www.abbvie.com/who-we-are/key-facts.html,global_utility_strip,Utility strip,No matching block found in the AEM catalog.
Key Facts | AbbVie,Primary Navigation,Main site navigation with dropdown menus for different sections.,C,1,Deep navigation and dropdown functionality.,https://www.abbvie.com/who-we-are/key-facts.html,primary_navigation,Main navigation,No matching block found in the AEM catalog.
Key Facts | AbbVie,Hero Section,Highlights the main visual and message of the page.,M,1,Moderate complexity due to styling and responsive design.,https://www.abbvie.com/who-we-are/key-facts.html,hero_section,Hero image and text,Mapped to the Hero block in the AEM catalog.
Key Facts | AbbVie,Key Facts Overview,Presents key facts about the organization in a concise format.,M,1,Moderate complexity for structured content display.,https://www.abbvie.com/who-we-are/key-facts.html,key_facts_overview,Key facts display,No matching block found in the AEM catalog.
Key Facts | AbbVie,Content Cards,Displays content in card format with images and descriptions.,M,1,Moderate complexity due to grid layout and responsive design.,https://www.abbvie.com/who-we-are/key-facts.html,content_cards,Card layout,Mapped to the Cards block in the AEM catalog.
Patients | AbbVie,Global Utility Strip,"Provides quick access to contact, subscription, and group site links.",S,1,Simple utility functionality without complex interactions.,https://www.abbvie.com/patients.html,global_utility_strip,Utility strip,No matching catalog entry found; consider custom implementation.
Patients | AbbVie,Primary Navigation,Main site navigation with dropdown menus for exploring sections.,M,1,Dropdown menus and hierarchical structure require moderate implementation effort.,https://www.abbvie.com/patients.html,primary_navigation,Main navigation,No matching catalog entry found; consider custom implementation.
Wulff-Erik von Borcke | AbbVie,Global Navigation,"Primary navigation menu for the website, providing access to main sections.",C,1,High complexity due to deep navigation structure and accessibility requirements.,https://www.abbvie.com/who-we-are/our-leaders/wulff-erik-von-borcke.html,global_navigation,Main navigation,No matching catalog entry found for this block.
Wulff-Erik von Borcke | AbbVie,Hero Section,Prominent section at the top of the page showcasing key visuals and introductory content.,M,1,Moderate complexity due to styling and interactive elements.,https://www.abbvie.com/who-we-are/our-leaders/wulff-erik-von-borcke.html,hero_section,Hero image with heading,Matched to the catalog entry for Hero block.
Wulff-Erik von Borcke | AbbVie,Related Links,Section providing links to related pages or additional resources.,S,1,Low complexity as it involves simple link list rendering.,https://www.abbvie.com/who-we-are/our-leaders/wulff-erik-von-borcke.html,related_links,Link list,No matching catalog entry found for this block.
Terms of Use | AbbVie,Primary Navigation,"Provides main navigation functionality with dropdowns for sections like Who We Are, Science, and Patients.",M,1,Includes dropdown menus and accessibility considerations.,https://www.abbvie.com/terms-of-use.html,primary_navigation,Main navigation,No matching entry in AEM blocks catalog.
Terms of Use | AbbVie,Header Logo,Displays the AbbVie logo linking to the homepage.,S,1,Simple static image linking functionality.,https://www.abbvie.com/terms-of-use.html,header_logo,Logo display,No matching entry in AEM blocks catalog.
Terms of Use | AbbVie,Hero Section,Highlights the main content or message of the page using a hero layout.,M,1,Includes styling and potential dynamic content.,https://www.abbvie.com/terms-of-use.html,hero_section,Hero banner,Mapped to 'Hero' in AEM blocks catalog.
Terms of Use | AbbVie,Footer Links,Displays additional navigation and legal links at the bottom of the page.,M,1,Includes links and accessibility features.,https://www.abbvie.com/terms-of-use.html,footer_links,Footer navigation,Mapped to 'Footer' in AEM blocks catalog.
Who We Are | AbbVie,Global Utility Strip,"Provides global utility links such as contact, subscribe, and group sites.",M,1,Global links with potential dynamic behavior and accessibility considerations.,https://www.abbvie.com/who-we-are.html,global_utility_strip,Utility strip,No exact match found in AEM catalog.
Who We Are | AbbVie,Primary Navigation,Contains the main navigation menu for the site.,C,1,Main navigation menus often involve deep hierarchies and accessibility requirements.,https://www.abbvie.com/who-we-are.html,primary_navigation,Main navigation,No exact match found in AEM catalog.
Who We Are | AbbVie,Hero Section,Displays a prominent visual and text to introduce the page.,M,1,Prominent visuals with potential animation or interactivity.,https://www.abbvie.com/who-we-are.html,hero_section,Hero,No exact match found in AEM catalog.
Who We Are | AbbVie,Introduction Text,Provides an introductory description of the page's purpose.,S,1,Static text block with minimal interactivity.,https://www.abbvie.com/who-we-are.html,intro_text,Introductory text,No exact match found in AEM catalog.
Who We Are | AbbVie,Call-to-Action Button,Encourages users to navigate to a specific page or perform an action.,S,1,Simple button functionality.,https://www.abbvie.com/who-we-are.html,cta_button,CTA,No exact match found in AEM catalog.
Who We Are | AbbVie,Link List,Displays a list of related links for further exploration.,M,1,Requires dynamic linking and potential categorization.,https://www.abbvie.com/who-we-are.html,link_list,Link list,No exact match found in AEM catalog.
Who We Are | AbbVie,Featured Card,Highlights a specific story or content with an image and description.,M,1,Combination of media and text with potential interactivity.,https://www.abbvie.com/who-we-are.html,featured_card,Featured content,No exact match found in AEM catalog.
Who We Are | AbbVie,Data Highlight,Displays key data points or statistics in a visually engaging format.,M,1,Custom design for data visualization.,https://www.abbvie.com/who-we-are.html,data_highlight,Data display,No exact match found in AEM catalog.
Inside The DREAM Initiative | AbbVie,Global Navigation,Provides primary navigation for users to access different sections of the website.,M,1,Includes accessibility considerations and potential deep navigation structures.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,global_navigation,Main navigation,No exact match found in the AEM blocks catalog.
Inside The DREAM Initiative | AbbVie,Hero Section,Displays a prominent visual and text element to highlight the main theme or story.,M,1,Involves responsive design and visual hierarchy.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,hero_section,Hero banner,Matches the 'Hero' block from the AEM catalog.
Inside The DREAM Initiative | AbbVie,Primary Call to Action,Encourages user interaction through a call-to-action button.,S,1,Limited scope focused on user engagement.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,primary_cta,Call to action,No exact match found in the AEM blocks catalog.
Inside The DREAM Initiative | AbbVie,Content Cards,Displays content in card format for easy scanning and engagement.,M,1,Involves grid layout and responsive design.,https://www.abbvie.com/who-we-are/our-stories/inside-dream-initiative.html,content_cards,Content grid,Matches the 'Cards' block from the AEM catalog.
How AbbVie makes medications more accessible | AbbVie,Global Header,Includes site-wide navigation and branding elements.,M,1,Integration of site-wide navigation and branding.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,global_header,Navigation bar,No exact match found in catalog.
How AbbVie makes medications more accessible | AbbVie,Main Hero Section,Showcases the primary message with visual emphasis.,C,1,Large-scale visual and functional element.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,main_hero,Primary hero,Matched to Hero block in catalog.
How AbbVie makes medications more accessible | AbbVie,Navigation Menu,Provides links to site sections.,M,1,Depth and functionality of navigation.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,navigation_menu,Site navigation,No exact match found in catalog.
How AbbVie makes medications more accessible | AbbVie,Content Introduction,Introduces page content.,S,1,Simple text-based content.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,content_intro,Introductory text,No exact match found in catalog.
How AbbVie makes medications more accessible | AbbVie,Featured Story,Highlights a specific story or article.,M,1,Card layout with variable content.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,featured_story,Story highlight,Matched to Cards block in catalog.
How AbbVie makes medications more accessible | AbbVie,Dashboard Cards,Displays metrics or highlights in cards.,M,1,Multiple card elements in a dashboard layout.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,dashboard_cards,Metrics display,Matched to Cards block in catalog.
How AbbVie makes medications more accessible | AbbVie,Back to Top Button,Scrolls back to the top of the page.,S,1,Simple button functionality.,https://www.abbvie.com/who-we-are/our-stories/living-with-an-illness.html,back_to_top_button,Page navigation,No exact match found in catalog.
